"dates","layer","pixel","year","value"
NA,"MidGreendown","45_45","2005",NA
2006-10-18,"MidGreendown","45_45","2006",NA
2007-09-11,"MidGreendown","45_45","2007",NA
2008-12-05,"MidGreendown","45_45","2008",NA
2009-11-22,"MidGreendown","45_45","2009",NA
2010-10-29,"MidGreendown","45_45","2010",NA
NA,"MidGreendown","45_45","2011",NA
2012-11-03,"MidGreendown","45_45","2012",NA
2013-11-15,"MidGreendown","45_45","2013",NA
2014-11-05,"MidGreendown","45_45","2014",NA
NA,"MidGreendown","45_45","2015",NA
2016-11-13,"MidGreendown","45_45","2016",NA
2017-11-06,"MidGreendown","45_45","2017",NA
2001-03-22,"MidGreenup","44_43","2001",NA
2002-06-19,"MidGreenup","44_43","2002",NA
2003-04-27,"MidGreenup","44_43","2003",NA
2004-04-06,"MidGreenup","44_43","2004",NA
NA,"MidGreenup","44_43","2005",NA
2006-06-15,"MidGreenup","44_43","2006",NA
2007-05-27,"MidGreenup","44_43","2007",NA
NA,"MidGreenup","44_43","2008",NA
2009-04-16,"MidGreenup","44_43","2009",NA
2010-04-30,"MidGreenup","44_43","2010",NA
2011-04-13,"MidGreenup","44_43","2011",NA
2012-05-27,"MidGreenup","44_43","2012",NA
2013-05-20,"MidGreenup","44_43","2013",NA
2014-06-12,"MidGreenup","44_43","2014",NA
2015-04-01,"MidGreenup","44_43","2015",NA
2016-05-26,"MidGreenup","44_43","2016",NA
2017-06-26,"MidGreenup","44_43","2017",NA
2001-03-18,"MidGreenup","44_44","2001",NA
2002-05-02,"MidGreenup","44_44","2002",NA
2003-04-19,"MidGreenup","44_44","2003",NA
2004-03-31,"MidGreenup","44_44","2004",NA
NA,"MidGreenup","44_44","2005",NA
2006-05-09,"MidGreenup","44_44","2006",NA
2007-04-23,"MidGreenup","44_44","2007",NA
2008-08-06,"MidGreenup","44_44","2008",NA
2009-05-18,"MidGreenup","44_44","2009",NA
2010-04-25,"MidGreenup","44_44","2010",NA
NA,"MidGreenup","44_44","2011",NA
2012-04-06,"MidGreenup","44_44","2012",NA
2013-04-19,"MidGreenup","44_44","2013",NA
2014-06-18,"MidGreenup","44_44","2014",NA
NA,"MidGreenup","44_44","2015",NA
2016-04-28,"MidGreenup","44_44","2016",NA
2017-06-16,"MidGreenup","44_44","2017",NA
2001-03-18,"MidGreenup","44_45","2001",NA
2002-05-02,"MidGreenup","44_45","2002",NA
2003-04-19,"MidGreenup","44_45","2003",NA
2004-03-31,"MidGreenup","44_45","2004",NA
NA,"MidGreenup","44_45","2005",NA
2006-05-09,"MidGreenup","44_45","2006",NA
2007-04-23,"MidGreenup","44_45","2007",NA
2008-08-06,"MidGreenup","44_45","2008",NA
2009-05-18,"MidGreenup","44_45","2009",NA
2010-04-25,"MidGreenup","44_45","2010",NA
NA,"MidGreenup","44_45","2011",NA
2012-04-06,"MidGreenup","44_45","2012",NA
2013-04-19,"MidGreenup","44_45","2013",NA
2014-06-18,"MidGreenup","44_45","2014",NA
NA,"MidGreenup","44_45","2015",NA
2016-04-28,"MidGreenup","44_45","2016",NA
2017-06-16,"MidGreenup","44_45","2017",NA
2001-03-09,"MidGreenup","43_45","2001",NA
2002-04-15,"MidGreenup","43_45","2002",NA
2003-05-22,"MidGreenup","43_45","2003",NA
2004-04-15,"MidGreenup","43_45","2004",NA
2005-07-20,"MidGreenup","43_45","2005",NA
2006-06-20,"MidGreenup","43_45","2006",NA
2007-05-05,"MidGreenup","43_45","2007",NA
2008-04-21,"MidGreenup","43_45","2008",NA
2009-04-07,"MidGreenup","43_45","2009",NA
2010-05-09,"MidGreenup","43_45","2010",NA
NA,"MidGreenup","43_45","2011",NA
2012-05-23,"MidGreenup","43_45","2012",NA
2013-05-14,"MidGreenup","43_45","2013",NA
2014-05-23,"MidGreenup","43_45","2014",NA
2015-03-30,"MidGreenup","43_45","2015",NA
2016-05-01,"MidGreenup","43_45","2016",NA
2017-06-23,"MidGreenup","43_45","2017",NA
2001-03-09,"MidGreenup","43_44","2001",NA
2002-04-15,"MidGreenup","43_44","2002",NA
2003-05-22,"MidGreenup","43_44","2003",NA
2004-04-15,"MidGreenup","43_44","2004",NA
2005-07-20,"MidGreenup","43_44","2005",NA
2006-06-20,"MidGreenup","43_44","2006",NA
2007-05-05,"MidGreenup","43_44","2007",NA
2008-04-21,"MidGreenup","43_44","2008",NA
2009-04-07,"MidGreenup","43_44","2009",NA
2010-05-09,"MidGreenup","43_44","2010",NA
NA,"MidGreenup","43_44","2011",NA
2012-05-23,"MidGreenup","43_44","2012",NA
2013-05-14,"MidGreenup","43_44","2013",NA
2014-05-23,"MidGreenup","43_44","2014",NA
2015-03-30,"MidGreenup","43_44","2015",NA
2016-05-01,"MidGreenup","43_44","2016",NA
2017-06-23,"MidGreenup","43_44","2017",NA
2001-03-08,"MidGreenup","43_43","2001",NA
2002-04-07,"MidGreenup","43_43","2002",NA
2003-04-18,"MidGreenup","43_43","2003",NA
2004-04-05,"MidGreenup","43_43","2004",NA
2005-05-09,"MidGreenup","43_43","2005",NA
2006-06-16,"MidGreenup","43_43","2006",NA
2007-04-16,"MidGreenup","43_43","2007",NA
2008-04-14,"MidGreenup","43_43","2008",NA
2009-04-02,"MidGreenup","43_43","2009",NA
2010-05-05,"MidGreenup","43_43","2010",NA
2011-03-27,"MidGreenup","43_43","2011",NA
2012-04-09,"MidGreenup","43_43","2012",NA
2013-04-30,"MidGreenup","43_43","2013",NA
2014-04-09,"MidGreenup","43_43","2014",NA
2015-04-01,"MidGreenup","43_43","2015",NA
2016-05-08,"MidGreenup","43_43","2016",NA
2017-06-08,"MidGreenup","43_43","2017",NA
2001-03-22,"MidGreenup","45_43","2001",NA
2002-06-19,"MidGreenup","45_43","2002",NA
2003-04-27,"MidGreenup","45_43","2003",NA
2004-04-06,"MidGreenup","45_43","2004",NA
NA,"MidGreenup","45_43","2005",NA
2006-06-15,"MidGreenup","45_43","2006",NA
2007-05-27,"MidGreenup","45_43","2007",NA
NA,"MidGreenup","45_43","2008",NA
2009-04-16,"MidGreenup","45_43","2009",NA
2010-04-30,"MidGreenup","45_43","2010",NA
2011-04-13,"MidGreenup","45_43","2011",NA
2012-05-27,"MidGreenup","45_43","2012",NA
2013-05-20,"MidGreenup","45_43","2013",NA
2014-06-12,"MidGreenup","45_43","2014",NA
2015-04-01,"MidGreenup","45_43","2015",NA
2016-05-26,"MidGreenup","45_43","2016",NA
2017-06-26,"MidGreenup","45_43","2017",NA
2001-03-22,"MidGreenup","45_44","2001",NA
2002-06-19,"MidGreenup","45_44","2002",NA
2003-04-27,"MidGreenup","45_44","2003",NA
2004-04-06,"MidGreenup","45_44","2004",NA
NA,"MidGreenup","45_44","2005",NA
2006-06-15,"MidGreenup","45_44","2006",NA
2007-05-27,"MidGreenup","45_44","2007",NA
NA,"MidGreenup","45_44","2008",NA
2009-04-16,"MidGreenup","45_44","2009",NA
2010-04-30,"MidGreenup","45_44","2010",NA
2011-04-13,"MidGreenup","45_44","2011",NA
2012-05-27,"MidGreenup","45_44","2012",NA
2013-05-20,"MidGreenup","45_44","2013",NA
2014-06-12,"MidGreenup","45_44","2014",NA
2015-04-01,"MidGreenup","45_44","2015",NA
2016-05-26,"MidGreenup","45_44","2016",NA
2017-06-26,"MidGreenup","45_44","2017",NA
2001-03-18,"MidGreenup","45_45","2001",NA
2002-05-02,"MidGreenup","45_45","2002",NA
2003-04-19,"MidGreenup","45_45","2003",NA
2004-03-31,"MidGreenup","45_45","2004",NA
NA,"MidGreenup","45_45","2005",NA
2006-05-09,"MidGreenup","45_45","2006",NA
2007-04-23,"MidGreenup","45_45","2007",NA
2008-08-06,"MidGreenup","45_45","2008",NA
2009-05-18,"MidGreenup","45_45","2009",NA
2010-04-25,"MidGreenup","45_45","2010",NA
NA,"MidGreenup","45_45","2011",NA
2012-04-06,"MidGreenup","45_45","2012",NA
2013-04-19,"MidGreenup","45_45","2013",NA
2014-06-18,"MidGreenup","45_45","2014",NA
NA,"MidGreenup","45_45","2015",NA
2016-04-28,"MidGreenup","45_45","2016",NA
2017-06-16,"MidGreenup","45_45","2017",NA
2001-07-07,"Peak","44_43","2001",NA
2002-08-21,"Peak","44_43","2002",NA
2003-08-07,"Peak","44_43","2003",NA
2004-07-18,"Peak","44_43","2004",NA
NA,"Peak","44_43","2005",NA
2006-09-30,"Peak","44_43","2006",NA
2007-07-13,"Peak","44_43","2007",NA
NA,"Peak","44_43","2008",NA
2009-07-24,"Peak","44_43","2009",NA
2010-09-12,"Peak","44_43","2010",NA
2011-09-07,"Peak","44_43","2011",NA
2012-09-06,"Peak","44_43","2012",NA
2013-08-18,"Peak","44_43","2013",NA
2014-09-11,"Peak","44_43","2014",NA
2015-08-05,"Peak","44_43","2015",NA
2016-08-27,"Peak","44_43","2016",NA
2017-08-24,"Peak","44_43","2017",NA
2001-07-14,"Peak","44_44","2001",NA
2002-08-19,"Peak","44_44","2002",NA
2003-08-09,"Peak","44_44","2003",NA
2004-07-19,"Peak","44_44","2004",NA
NA,"Peak","44_44","2005",NA
2006-07-05,"Peak","44_44","2006",NA
2007-06-29,"Peak","44_44","2007",NA
2008-09-27,"Peak","44_44","2008",NA
2009-07-30,"Peak","44_44","2009",NA
2010-06-07,"Peak","44_44","2010",NA
NA,"Peak","44_44","2011",NA
2012-06-23,"Peak","44_44","2012",NA
2013-08-26,"Peak","44_44","2013",NA
2014-09-04,"Peak","44_44","2014",NA
NA,"Peak","44_44","2015",NA
2016-09-04,"Peak","44_44","2016",NA
2017-10-08,"Peak","44_44","2017",NA
2001-07-14,"Peak","44_45","2001",NA
2002-08-19,"Peak","44_45","2002",NA
2003-08-09,"Peak","44_45","2003",NA
2004-07-19,"Peak","44_45","2004",NA
NA,"Peak","44_45","2005",NA
2006-07-05,"Peak","44_45","2006",NA
2007-06-29,"Peak","44_45","2007",NA
2008-09-27,"Peak","44_45","2008",NA
2009-07-30,"Peak","44_45","2009",NA
2010-06-07,"Peak","44_45","2010",NA
NA,"Peak","44_45","2011",NA
2012-06-23,"Peak","44_45","2012",NA
2013-08-26,"Peak","44_45","2013",NA
2014-09-04,"Peak","44_45","2014",NA
NA,"Peak","44_45","2015",NA
2016-09-04,"Peak","44_45","2016",NA
2017-10-08,"Peak","44_45","2017",NA
2001-08-05,"Peak","43_45","2001",NA
2002-08-13,"Peak","43_45","2002",NA
2003-07-05,"Peak","43_45","2003",NA
2004-07-19,"Peak","43_45","2004",NA
2005-10-11,"Peak","43_45","2005",NA
2006-09-15,"Peak","43_45","2006",NA
2007-07-05,"Peak","43_45","2007",NA
2008-09-23,"Peak","43_45","2008",NA
2009-08-04,"Peak","43_45","2009",NA
2010-09-01,"Peak","43_45","2010",NA
NA,"Peak","43_45","2011",NA
2012-09-14,"Peak","43_45","2012",NA
2013-09-09,"Peak","43_45","2013",NA
2014-07-20,"Peak","43_45","2014",NA
2015-08-15,"Peak","43_45","2015",NA
2016-08-31,"Peak","43_45","2016",NA
2017-07-22,"Peak","43_45","2017",NA
2001-08-05,"Peak","43_44","2001",NA
2002-08-13,"Peak","43_44","2002",NA
2003-07-05,"Peak","43_44","2003",NA
2004-07-19,"Peak","43_44","2004",NA
2005-10-11,"Peak","43_44","2005",NA
2006-09-15,"Peak","43_44","2006",NA
2007-07-05,"Peak","43_44","2007",NA
2008-09-23,"Peak","43_44","2008",NA
2009-08-04,"Peak","43_44","2009",NA
2010-09-01,"Peak","43_44","2010",NA
NA,"Peak","43_44","2011",NA
2012-09-14,"Peak","43_44","2012",NA
2013-09-09,"Peak","43_44","2013",NA
2014-07-20,"Peak","43_44","2014",NA
2015-08-15,"Peak","43_44","2015",NA
2016-08-31,"Peak","43_44","2016",NA
2017-07-22,"Peak","43_44","2017",NA
2001-07-27,"Peak","43_43","2001",NA
2002-07-27,"Peak","43_43","2002",NA
2003-06-30,"Peak","43_43","2003",NA
2004-07-17,"Peak","43_43","2004",NA
2005-09-30,"Peak","43_43","2005",NA
2006-09-13,"Peak","43_43","2006",NA
2007-07-08,"Peak","43_43","2007",NA
2008-08-06,"Peak","43_43","2008",NA
2009-07-15,"Peak","43_43","2009",NA
2010-09-27,"Peak","43_43","2010",NA
2011-08-13,"Peak","43_43","2011",NA
2012-09-02,"Peak","43_43","2012",NA
2013-09-15,"Peak","43_43","2013",NA
2014-07-18,"Peak","43_43","2014",NA
2015-08-13,"Peak","43_43","2015",NA
2016-08-26,"Peak","43_43","2016",NA
2017-08-16,"Peak","43_43","2017",NA
2001-07-07,"Peak","45_43","2001",NA
2002-08-21,"Peak","45_43","2002",NA
2003-08-07,"Peak","45_43","2003",NA
2004-07-18,"Peak","45_43","2004",NA
NA,"Peak","45_43","2005",NA
2006-09-30,"Peak","45_43","2006",NA
2007-07-13,"Peak","45_43","2007",NA
NA,"Peak","45_43","2008",NA
2009-07-24,"Peak","45_43","2009",NA
2010-09-12,"Peak","45_43","2010",NA
2011-09-07,"Peak","45_43","2011",NA
2012-09-06,"Peak","45_43","2012",NA
2013-08-18,"Peak","45_43","2013",NA
2014-09-11,"Peak","45_43","2014",NA
2015-08-05,"Peak","45_43","2015",NA
2016-08-27,"Peak","45_43","2016",NA
2017-08-24,"Peak","45_43","2017",NA
2001-07-07,"Peak","45_44","2001",NA
2002-08-21,"Peak","45_44","2002",NA
2003-08-07,"Peak","45_44","2003",NA
2004-07-18,"Peak","45_44","2004",NA
NA,"Peak","45_44","2005",NA
2006-09-30,"Peak","45_44","2006",NA
2007-07-13,"Peak","45_44","2007",NA
NA,"Peak","45_44","2008",NA
2009-07-24,"Peak","45_44","2009",NA
2010-09-12,"Peak","45_44","2010",NA
2011-09-07,"Peak","45_44","2011",NA
2012-09-06,"Peak","45_44","2012",NA
2013-08-18,"Peak","45_44","2013",NA
2014-09-11,"Peak","45_44","2014",NA
2015-08-05,"Peak","45_44","2015",NA
2016-08-27,"Peak","45_44","2016",NA
2017-08-24,"Peak","45_44","2017",NA
2001-07-14,"Peak","45_45","2001",NA
2002-08-19,"Peak","45_45","2002",NA
2003-08-09,"Peak","45_45","2003",NA
2004-07-19,"Peak","45_45","2004",NA
NA,"Peak","45_45","2005",NA
2006-07-05,"Peak","45_45","2006",NA
2007-06-29,"Peak","45_45","2007",NA
2008-09-27,"Peak","45_45","2008",NA
2009-07-30,"Peak","45_45","2009",NA
2010-06-07,"Peak","45_45","2010",NA
NA,"Peak","45_45","2011",NA
2012-06-23,"Peak","45_45","2012",NA
2013-08-26,"Peak","45_45","2013",NA
2014-09-04,"Peak","45_45","2014",NA
NA,"Peak","45_45","2015",NA
2016-09-04,"Peak","45_45","2016",NA
2017-10-08,"Peak","45_45","2017",NA
2001-07-28,"Senescence","44_43","2001",NA
2002-09-12,"Senescence","44_43","2002",NA
2003-09-06,"Senescence","44_43","2003",NA
2004-08-03,"Senescence","44_43","2004",NA
NA,"Senescence","44_43","2005",NA
2006-10-14,"Senescence","44_43","2006",NA
2007-08-02,"Senescence","44_43","2007",NA
NA,"Senescence","44_43","2008",NA
2009-08-14,"Senescence","44_43","2009",NA
2010-10-07,"Senescence","44_43","2010",NA
2011-10-17,"Senescence","44_43","2011",NA
2012-10-01,"Senescence","44_43","2012",NA
2013-09-04,"Senescence","44_43","2013",NA
2014-10-01,"Senescence","44_43","2014",NA
2015-09-06,"Senescence","44_43","2015",NA
2016-09-13,"Senescence","44_43","2016",NA
2017-09-30,"Senescence","44_43","2017",NA
2001-08-07,"Senescence","44_44","2001",NA
2002-09-08,"Senescence","44_44","2002",NA
2003-09-15,"Senescence","44_44","2003",NA
2004-08-10,"Senescence","44_44","2004",NA
NA,"Senescence","44_44","2005",NA
2006-07-19,"Senescence","44_44","2006",NA
2007-07-23,"Senescence","44_44","2007",NA
2008-10-20,"Senescence","44_44","2008",NA
2009-08-22,"Senescence","44_44","2009",NA
2010-06-27,"Senescence","44_44","2010",NA
NA,"Senescence","44_44","2011",NA
2012-08-24,"Senescence","44_44","2012",NA
2013-09-17,"Senescence","44_44","2013",NA
2014-09-21,"Senescence","44_44","2014",NA
NA,"Senescence","44_44","2015",NA
2016-10-01,"Senescence","44_44","2016",NA
2017-10-18,"Senescence","44_44","2017",NA
2001-08-07,"Senescence","44_45","2001",NA
2002-09-08,"Senescence","44_45","2002",NA
2003-09-15,"Senescence","44_45","2003",NA
2004-08-10,"Senescence","44_45","2004",NA
NA,"Senescence","44_45","2005",NA
2006-07-19,"Senescence","44_45","2006",NA
2007-07-23,"Senescence","44_45","2007",NA
2008-10-20,"Senescence","44_45","2008",NA
2009-08-22,"Senescence","44_45","2009",NA
2010-06-27,"Senescence","44_45","2010",NA
NA,"Senescence","44_45","2011",NA
2012-08-24,"Senescence","44_45","2012",NA
2013-09-17,"Senescence","44_45","2013",NA
2014-09-21,"Senescence","44_45","2014",NA
NA,"Senescence","44_45","2015",NA
2016-10-01,"Senescence","44_45","2016",NA
2017-10-18,"Senescence","44_45","2017",NA
2001-09-27,"Senescence","43_45","2001",NA
2002-09-03,"Senescence","43_45","2002",NA
2003-07-23,"Senescence","43_45","2003",NA
2004-08-06,"Senescence","43_45","2004",NA
2005-11-12,"Senescence","43_45","2005",NA
2006-10-09,"Senescence","43_45","2006",NA
2007-07-26,"Senescence","43_45","2007",NA
2008-10-24,"Senescence","43_45","2008",NA
2009-08-29,"Senescence","43_45","2009",NA
2010-10-06,"Senescence","43_45","2010",NA
NA,"Senescence","43_45","2011",NA
2012-10-13,"Senescence","43_45","2012",NA
2013-09-28,"Senescence","43_45","2013",NA
2014-08-12,"Senescence","43_45","2014",NA
2015-09-20,"Senescence","43_45","2015",NA
2016-09-17,"Senescence","43_45","2016",NA
2017-08-12,"Senescence","43_45","2017",NA
2001-09-27,"Senescence","43_44","2001",NA
2002-09-03,"Senescence","43_44","2002",NA
2003-07-23,"Senescence","43_44","2003",NA
2004-08-06,"Senescence","43_44","2004",NA
2005-11-12,"Senescence","43_44","2005",NA
2006-10-09,"Senescence","43_44","2006",NA
2007-07-26,"Senescence","43_44","2007",NA
2008-10-24,"Senescence","43_44","2008",NA
2009-08-29,"Senescence","43_44","2009",NA
2010-10-06,"Senescence","43_44","2010",NA
NA,"Senescence","43_44","2011",NA
2012-10-13,"Senescence","43_44","2012",NA
2013-09-28,"Senescence","43_44","2013",NA
2014-08-12,"Senescence","43_44","2014",NA
2015-09-20,"Senescence","43_44","2015",NA
2016-09-17,"Senescence","43_44","2016",NA
2017-08-12,"Senescence","43_44","2017",NA
2001-08-20,"Senescence","43_43","2001",NA
2002-08-18,"Senescence","43_43","2002",NA
2003-08-12,"Senescence","43_43","2003",NA
2004-08-03,"Senescence","43_43","2004",NA
2005-10-29,"Senescence","43_43","2005",NA
2006-10-03,"Senescence","43_43","2006",NA
2007-07-29,"Senescence","43_43","2007",NA
2008-08-28,"Senescence","43_43","2008",NA
2009-08-08,"Senescence","43_43","2009",NA
2010-10-18,"Senescence","43_43","2010",NA
2011-09-02,"Senescence","43_43","2011",NA
2012-09-23,"Senescence","43_43","2012",NA
2013-10-07,"Senescence","43_43","2013",NA
2014-09-18,"Senescence","43_43","2014",NA
2015-09-25,"Senescence","43_43","2015",NA
2016-09-13,"Senescence","43_43","2016",NA
2017-09-11,"Senescence","43_43","2017",NA
2001-07-28,"Senescence","45_43","2001",NA
2002-09-12,"Senescence","45_43","2002",NA
2003-09-06,"Senescence","45_43","2003",NA
2004-08-03,"Senescence","45_43","2004",NA
NA,"Senescence","45_43","2005",NA
2006-10-14,"Senescence","45_43","2006",NA
2007-08-02,"Senescence","45_43","2007",NA
NA,"Senescence","45_43","2008",NA
2009-08-14,"Senescence","45_43","2009",NA
2010-10-07,"Senescence","45_43","2010",NA
2011-10-17,"Senescence","45_43","2011",NA
2012-10-01,"Senescence","45_43","2012",NA
2013-09-04,"Senescence","45_43","2013",NA
2014-10-01,"Senescence","45_43","2014",NA
2015-09-06,"Senescence","45_43","2015",NA
2016-09-13,"Senescence","45_43","2016",NA
2017-09-30,"Senescence","45_43","2017",NA
2001-07-28,"Senescence","45_44","2001",NA
2002-09-12,"Senescence","45_44","2002",NA
2003-09-06,"Senescence","45_44","2003",NA
2004-08-03,"Senescence","45_44","2004",NA
NA,"Senescence","45_44","2005",NA
2006-10-14,"Senescence","45_44","2006",NA
2007-08-02,"Senescence","45_44","2007",NA
NA,"Senescence","45_44","2008",NA
2009-08-14,"Senescence","45_44","2009",NA
2010-10-07,"Senescence","45_44","2010",NA
2011-10-17,"Senescence","45_44","2011",NA
2012-10-01,"Senescence","45_44","2012",NA
2013-09-04,"Senescence","45_44","2013",NA
2014-10-01,"Senescence","45_44","2014",NA
2015-09-06,"Senescence","45_44","2015",NA
2016-09-13,"Senescence","45_44","2016",NA
2017-09-30,"Senescence","45_44","2017",NA
2001-08-07,"Senescence","45_45","2001",NA
2002-09-08,"Senescence","45_45","2002",NA
2003-09-15,"Senescence","45_45","2003",NA
2004-08-10,"Senescence","45_45","2004",NA
NA,"Senescence","45_45","2005",NA
2006-07-19,"Senescence","45_45","2006",NA
2007-07-23,"Senescence","45_45","2007",NA
2008-10-20,"Senescence","45_45","2008",NA
2009-08-22,"Senescence","45_45","2009",NA
2010-06-27,"Senescence","45_45","2010",NA
NA,"Senescence","45_45","2011",NA
2012-08-24,"Senescence","45_45","2012",NA
2013-09-17,"Senescence","45_45","2013",NA
2014-09-21,"Senescence","45_45","2014",NA
NA,"Senescence","45_45","2015",NA
2016-10-01,"Senescence","45_45","2016",NA
2017-10-18,"Senescence","45_45","2017",NA
1970-01-01,"QA_Overall","44_43","2001",NA
1970-01-01,"QA_Overall","44_43","2002",NA
1970-01-01,"QA_Overall","44_43","2003",NA
1970-01-01,"QA_Overall","44_43","2004",NA
NA,"QA_Overall","44_43","2005",NA
1970-01-01,"QA_Overall","44_43","2006",NA
1970-01-01,"QA_Overall","44_43","2007",NA
NA,"QA_Overall","44_43","2008",NA
1970-01-01,"QA_Overall","44_43","2009",NA
1970-01-01,"QA_Overall","44_43","2010",NA
1970-01-01,"QA_Overall","44_43","2011",NA
1970-01-01,"QA_Overall","44_43","2012",NA
1970-01-01,"QA_Overall","44_43","2013",NA
1970-01-01,"QA_Overall","44_43","2014",NA
1970-01-01,"QA_Overall","44_43","2015",NA
1970-01-01,"QA_Overall","44_43","2016",NA
1970-01-01,"QA_Overall","44_43","2017",NA
1970-01-01,"QA_Overall","44_44","2001",NA
1970-01-01,"QA_Overall","44_44","2002",NA
1970-01-01,"QA_Overall","44_44","2003",NA
1970-01-01,"QA_Overall","44_44","2004",NA
NA,"QA_Overall","44_44","2005",NA
1970-01-01,"QA_Overall","44_44","2006",NA
1970-01-01,"QA_Overall","44_44","2007",NA
1970-01-01,"QA_Overall","44_44","2008",NA
1970-01-01,"QA_Overall","44_44","2009",NA
1970-01-01,"QA_Overall","44_44","2010",NA
NA,"QA_Overall","44_44","2011",NA
1970-01-01,"QA_Overall","44_44","2012",NA
1970-01-01,"QA_Overall","44_44","2013",NA
1970-01-01,"QA_Overall","44_44","2014",NA
NA,"QA_Overall","44_44","2015",NA
1970-01-01,"QA_Overall","44_44","2016",NA
1970-01-01,"QA_Overall","44_44","2017",NA
1970-01-01,"QA_Overall","44_45","2001",NA
1970-01-01,"QA_Overall","44_45","2002",NA
1970-01-01,"QA_Overall","44_45","2003",NA
1970-01-01,"QA_Overall","44_45","2004",NA
NA,"QA_Overall","44_45","2005",NA
1970-01-01,"QA_Overall","44_45","2006",NA
1970-01-01,"QA_Overall","44_45","2007",NA
1970-01-01,"QA_Overall","44_45","2008",NA
1970-01-01,"QA_Overall","44_45","2009",NA
1970-01-01,"QA_Overall","44_45","2010",NA
NA,"QA_Overall","44_45","2011",NA
1970-01-01,"QA_Overall","44_45","2012",NA
1970-01-01,"QA_Overall","44_45","2013",NA
1970-01-01,"QA_Overall","44_45","2014",NA
NA,"QA_Overall","44_45","2015",NA
1970-01-01,"QA_Overall","44_45","2016",NA
1970-01-01,"QA_Overall","44_45","2017",NA
1970-01-01,"QA_Overall","43_45","2001",NA
1970-01-01,"QA_Overall","43_45","2002",NA
1970-01-01,"QA_Overall","43_45","2003",NA
1970-01-01,"QA_Overall","43_45","2004",NA
1970-01-01,"QA_Overall","43_45","2005",NA
1970-01-01,"QA_Overall","43_45","2006",NA
1970-01-01,"QA_Overall","43_45","2007",NA
1970-01-01,"QA_Overall","43_45","2008",NA
1970-01-01,"QA_Overall","43_45","2009",NA
1970-01-01,"QA_Overall","43_45","2010",NA
NA,"QA_Overall","43_45","2011",NA
1970-01-01,"QA_Overall","43_45","2012",NA
1970-01-01,"QA_Overall","43_45","2013",NA
1970-01-01,"QA_Overall","43_45","2014",NA
1970-01-01,"QA_Overall","43_45","2015",NA
1970-01-01,"QA_Overall","43_45","2016",NA
1970-01-01,"QA_Overall","43_45","2017",NA
1970-01-01,"QA_Overall","43_44","2001",NA
1970-01-01,"QA_Overall","43_44","2002",NA
1970-01-01,"QA_Overall","43_44","2003",NA
1970-01-01,"QA_Overall","43_44","2004",NA
1970-01-01,"QA_Overall","43_44","2005",NA
1970-01-01,"QA_Overall","43_44","2006",NA
1970-01-01,"QA_Overall","43_44","2007",NA
1970-01-01,"QA_Overall","43_44","2008",NA
1970-01-01,"QA_Overall","43_44","2009",NA
1970-01-01,"QA_Overall","43_44","2010",NA
NA,"QA_Overall","43_44","2011",NA
1970-01-01,"QA_Overall","43_44","2012",NA
1970-01-01,"QA_Overall","43_44","2013",NA
1970-01-01,"QA_Overall","43_44","2014",NA
1970-01-01,"QA_Overall","43_44","2015",NA
1970-01-01,"QA_Overall","43_44","2016",NA
1970-01-01,"QA_Overall","43_44","2017",NA
1970-01-01,"QA_Overall","43_43","2001",NA
1970-01-01,"QA_Overall","43_43","2002",NA
1970-01-01,"QA_Overall","43_43","2003",NA
1970-01-01,"QA_Overall","43_43","2004",NA
1970-01-01,"QA_Overall","43_43","2005",NA
1970-01-01,"QA_Overall","43_43","2006",NA
1970-01-01,"QA_Overall","43_43","2007",NA
1970-01-01,"QA_Overall","43_43","2008",NA
1970-01-01,"QA_Overall","43_43","2009",NA
1970-01-01,"QA_Overall","43_43","2010",NA
1970-01-01,"QA_Overall","43_43","2011",NA
1970-01-01,"QA_Overall","43_43","2012",NA
1970-01-01,"QA_Overall","43_43","2013",NA
1970-01-01,"QA_Overall","43_43","2014",NA
1970-01-01,"QA_Overall","43_43","2015",NA
1970-01-01,"QA_Overall","43_43","2016",NA
1970-01-01,"QA_Overall","43_43","2017",NA
1970-01-01,"QA_Overall","45_43","2001",NA
1970-01-01,"QA_Overall","45_43","2002",NA
1970-01-01,"QA_Overall","45_43","2003",NA
1970-01-01,"QA_Overall","45_43","2004",NA
NA,"QA_Overall","45_43","2005",NA
1970-01-01,"QA_Overall","45_43","2006",NA
1970-01-01,"QA_Overall","45_43","2007",NA
NA,"QA_Overall","45_43","2008",NA
1970-01-01,"QA_Overall","45_43","2009",NA
1970-01-01,"QA_Overall","45_43","2010",NA
1970-01-01,"QA_Overall","45_43","2011",NA
1970-01-01,"QA_Overall","45_43","2012",NA
1970-01-01,"QA_Overall","45_43","2013",NA
1970-01-01,"QA_Overall","45_43","2014",NA
1970-01-01,"QA_Overall","45_43","2015",NA
1970-01-01,"QA_Overall","45_43","2016",NA
1970-01-01,"QA_Overall","45_43","2017",NA
1970-01-01,"QA_Overall","45_44","2001",NA
1970-01-01,"QA_Overall","45_44","2002",NA
1970-01-01,"QA_Overall","45_44","2003",NA
1970-01-01,"QA_Overall","45_44","2004",NA
NA,"QA_Overall","45_44","2005",NA
1970-01-01,"QA_Overall","45_44","2006",NA
1970-01-01,"QA_Overall","45_44","2007",NA
NA,"QA_Overall","45_44","2008",NA
1970-01-01,"QA_Overall","45_44","2009",NA
