"dates","layer","pixel","year","value"
2012-09-29,"MidGreendown","44_44","2012",NA
2013-10-03,"MidGreendown","44_44","2013",NA
2014-10-09,"MidGreendown","44_44","2014",NA
2015-10-14,"MidGreendown","44_44","2015",NA
2016-10-14,"MidGreendown","44_44","2016",NA
2017-10-04,"MidGreendown","44_44","2017",NA
2001-10-08,"MidGreendown","44_43","2001",NA
2002-10-22,"MidGreendown","44_43","2002",NA
2003-10-07,"MidGreendown","44_43","2003",NA
2004-10-10,"MidGreendown","44_43","2004",NA
2005-10-07,"MidGreendown","44_43","2005",NA
2006-10-02,"MidGreendown","44_43","2006",NA
2007-10-10,"MidGreendown","44_43","2007",NA
2008-10-10,"MidGreendown","44_43","2008",NA
2009-10-09,"MidGreendown","44_43","2009",NA
2010-10-04,"MidGreendown","44_43","2010",NA
2011-10-04,"MidGreendown","44_43","2011",NA
2012-09-29,"MidGreendown","44_43","2012",NA
2013-10-03,"MidGreendown","44_43","2013",NA
2014-10-09,"MidGreendown","44_43","2014",NA
2015-10-14,"MidGreendown","44_43","2015",NA
2016-10-14,"MidGreendown","44_43","2016",NA
2017-10-04,"MidGreendown","44_43","2017",NA
2001-05-13,"MidGreenup","43_44","2001",NA
2002-05-24,"MidGreenup","43_44","2002",NA
2003-05-23,"MidGreenup","43_44","2003",NA
2004-05-14,"MidGreenup","43_44","2004",NA
2005-05-23,"MidGreenup","43_44","2005",NA
2006-05-20,"MidGreenup","43_44","2006",NA
2007-05-19,"MidGreenup","43_44","2007",NA
2008-05-16,"MidGreenup","43_44","2008",NA
2009-05-08,"MidGreenup","43_44","2009",NA
2010-05-10,"MidGreenup","43_44","2010",NA
2011-05-18,"MidGreenup","43_44","2011",NA
2012-05-11,"MidGreenup","43_44","2012",NA
2013-05-16,"MidGreenup","43_44","2013",NA
2014-05-23,"MidGreenup","43_44","2014",NA
2015-05-13,"MidGreenup","43_44","2015",NA
2016-05-22,"MidGreenup","43_44","2016",NA
2017-05-24,"MidGreenup","43_44","2017",NA
2001-05-11,"MidGreenup","43_45","2001",NA
2002-05-27,"MidGreenup","43_45","2002",NA
2003-05-19,"MidGreenup","43_45","2003",NA
2004-05-15,"MidGreenup","43_45","2004",NA
2005-05-22,"MidGreenup","43_45","2005",NA
2006-05-19,"MidGreenup","43_45","2006",NA
2007-05-21,"MidGreenup","43_45","2007",NA
2008-05-19,"MidGreenup","43_45","2008",NA
2009-05-09,"MidGreenup","43_45","2009",NA
2010-05-08,"MidGreenup","43_45","2010",NA
2011-05-17,"MidGreenup","43_45","2011",NA
2012-05-12,"MidGreenup","43_45","2012",NA
2013-05-15,"MidGreenup","43_45","2013",NA
2014-05-23,"MidGreenup","43_45","2014",NA
2015-05-13,"MidGreenup","43_45","2015",NA
2016-05-23,"MidGreenup","43_45","2016",NA
2017-06-02,"MidGreenup","43_45","2017",NA
2001-05-13,"MidGreenup","43_43","2001",NA
2002-05-24,"MidGreenup","43_43","2002",NA
2003-05-23,"MidGreenup","43_43","2003",NA
2004-05-14,"MidGreenup","43_43","2004",NA
2005-05-23,"MidGreenup","43_43","2005",NA
2006-05-20,"MidGreenup","43_43","2006",NA
2007-05-19,"MidGreenup","43_43","2007",NA
2008-05-16,"MidGreenup","43_43","2008",NA
2009-05-08,"MidGreenup","43_43","2009",NA
2010-05-10,"MidGreenup","43_43","2010",NA
2011-05-18,"MidGreenup","43_43","2011",NA
2012-05-11,"MidGreenup","43_43","2012",NA
2013-05-16,"MidGreenup","43_43","2013",NA
2014-05-23,"MidGreenup","43_43","2014",NA
2015-05-13,"MidGreenup","43_43","2015",NA
2016-05-22,"MidGreenup","43_43","2016",NA
2017-05-24,"MidGreenup","43_43","2017",NA
2001-05-11,"MidGreenup","42_43","2001",NA
2002-05-25,"MidGreenup","42_43","2002",NA
2003-05-28,"MidGreenup","42_43","2003",NA
2004-05-14,"MidGreenup","42_43","2004",NA
2005-05-24,"MidGreenup","42_43","2005",NA
2006-05-22,"MidGreenup","42_43","2006",NA
2007-05-24,"MidGreenup","42_43","2007",NA
2008-05-20,"MidGreenup","42_43","2008",NA
2009-05-12,"MidGreenup","42_43","2009",NA
2010-05-09,"MidGreenup","42_43","2010",NA
2011-05-17,"MidGreenup","42_43","2011",NA
2012-05-12,"MidGreenup","42_43","2012",NA
2013-05-15,"MidGreenup","42_43","2013",NA
2014-05-26,"MidGreenup","42_43","2014",NA
2015-05-17,"MidGreenup","42_43","2015",NA
2016-05-25,"MidGreenup","42_43","2016",NA
2017-05-20,"MidGreenup","42_43","2017",NA
2001-05-16,"MidGreenup","42_44","2001",NA
2002-05-28,"MidGreenup","42_44","2002",NA
2003-05-22,"MidGreenup","42_44","2003",NA
2004-05-14,"MidGreenup","42_44","2004",NA
2005-05-20,"MidGreenup","42_44","2005",NA
2006-05-18,"MidGreenup","42_44","2006",NA
2007-05-19,"MidGreenup","42_44","2007",NA
2008-05-20,"MidGreenup","42_44","2008",NA
2009-05-12,"MidGreenup","42_44","2009",NA
2010-05-06,"MidGreenup","42_44","2010",NA
2011-05-17,"MidGreenup","42_44","2011",NA
2012-05-12,"MidGreenup","42_44","2012",NA
2013-05-17,"MidGreenup","42_44","2013",NA
2014-05-24,"MidGreenup","42_44","2014",NA
2015-05-16,"MidGreenup","42_44","2015",NA
2016-05-26,"MidGreenup","42_44","2016",NA
2017-05-25,"MidGreenup","42_44","2017",NA
2001-05-16,"MidGreenup","42_45","2001",NA
2002-05-28,"MidGreenup","42_45","2002",NA
2003-05-22,"MidGreenup","42_45","2003",NA
2004-05-14,"MidGreenup","42_45","2004",NA
2005-05-20,"MidGreenup","42_45","2005",NA
2006-05-18,"MidGreenup","42_45","2006",NA
2007-05-19,"MidGreenup","42_45","2007",NA
2008-05-20,"MidGreenup","42_45","2008",NA
2009-05-12,"MidGreenup","42_45","2009",NA
2010-05-06,"MidGreenup","42_45","2010",NA
2011-05-17,"MidGreenup","42_45","2011",NA
2012-05-12,"MidGreenup","42_45","2012",NA
2013-05-17,"MidGreenup","42_45","2013",NA
2014-05-24,"MidGreenup","42_45","2014",NA
2015-05-16,"MidGreenup","42_45","2015",NA
2016-05-26,"MidGreenup","42_45","2016",NA
2017-05-25,"MidGreenup","42_45","2017",NA
2001-05-13,"MidGreenup","44_45","2001",NA
2002-05-24,"MidGreenup","44_45","2002",NA
2003-05-23,"MidGreenup","44_45","2003",NA
2004-05-14,"MidGreenup","44_45","2004",NA
2005-05-23,"MidGreenup","44_45","2005",NA
2006-05-20,"MidGreenup","44_45","2006",NA
2007-05-19,"MidGreenup","44_45","2007",NA
2008-05-16,"MidGreenup","44_45","2008",NA
2009-05-08,"MidGreenup","44_45","2009",NA
2010-05-10,"MidGreenup","44_45","2010",NA
2011-05-18,"MidGreenup","44_45","2011",NA
2012-05-11,"MidGreenup","44_45","2012",NA
2013-05-16,"MidGreenup","44_45","2013",NA
2014-05-23,"MidGreenup","44_45","2014",NA
2015-05-13,"MidGreenup","44_45","2015",NA
2016-05-22,"MidGreenup","44_45","2016",NA
2017-05-24,"MidGreenup","44_45","2017",NA
2001-05-13,"MidGreenup","44_44","2001",NA
2002-05-24,"MidGreenup","44_44","2002",NA
2003-05-23,"MidGreenup","44_44","2003",NA
2004-05-14,"MidGreenup","44_44","2004",NA
2005-05-23,"MidGreenup","44_44","2005",NA
2006-05-20,"MidGreenup","44_44","2006",NA
2007-05-19,"MidGreenup","44_44","2007",NA
2008-05-16,"MidGreenup","44_44","2008",NA
2009-05-08,"MidGreenup","44_44","2009",NA
2010-05-10,"MidGreenup","44_44","2010",NA
2011-05-18,"MidGreenup","44_44","2011",NA
2012-05-11,"MidGreenup","44_44","2012",NA
2013-05-16,"MidGreenup","44_44","2013",NA
2014-05-23,"MidGreenup","44_44","2014",NA
2015-05-13,"MidGreenup","44_44","2015",NA
2016-05-22,"MidGreenup","44_44","2016",NA
2017-05-24,"MidGreenup","44_44","2017",NA
2001-05-13,"MidGreenup","44_43","2001",NA
2002-05-24,"MidGreenup","44_43","2002",NA
2003-05-23,"MidGreenup","44_43","2003",NA
2004-05-14,"MidGreenup","44_43","2004",NA
2005-05-23,"MidGreenup","44_43","2005",NA
2006-05-20,"MidGreenup","44_43","2006",NA
2007-05-19,"MidGreenup","44_43","2007",NA
2008-05-16,"MidGreenup","44_43","2008",NA
2009-05-08,"MidGreenup","44_43","2009",NA
2010-05-10,"MidGreenup","44_43","2010",NA
2011-05-18,"MidGreenup","44_43","2011",NA
2012-05-11,"MidGreenup","44_43","2012",NA
2013-05-16,"MidGreenup","44_43","2013",NA
2014-05-23,"MidGreenup","44_43","2014",NA
2015-05-13,"MidGreenup","44_43","2015",NA
2016-05-22,"MidGreenup","44_43","2016",NA
2017-05-24,"MidGreenup","44_43","2017",NA
2001-07-02,"Peak","43_44","2001",NA
2002-07-12,"Peak","43_44","2002",NA
2003-07-07,"Peak","43_44","2003",NA
2004-06-25,"Peak","43_44","2004",NA
2005-07-03,"Peak","43_44","2005",NA
2006-06-29,"Peak","43_44","2006",NA
2007-06-29,"Peak","43_44","2007",NA
2008-06-30,"Peak","43_44","2008",NA
2009-07-08,"Peak","43_44","2009",NA
2010-06-28,"Peak","43_44","2010",NA
2011-06-30,"Peak","43_44","2011",NA
2012-06-24,"Peak","43_44","2012",NA
2013-06-29,"Peak","43_44","2013",NA
2014-06-29,"Peak","43_44","2014",NA
2015-07-03,"Peak","43_44","2015",NA
2016-06-27,"Peak","43_44","2016",NA
2017-07-10,"Peak","43_44","2017",NA
2001-07-03,"Peak","43_45","2001",NA
2002-07-16,"Peak","43_45","2002",NA
2003-07-04,"Peak","43_45","2003",NA
2004-06-29,"Peak","43_45","2004",NA
2005-07-04,"Peak","43_45","2005",NA
2006-06-27,"Peak","43_45","2006",NA
2007-06-28,"Peak","43_45","2007",NA
2008-07-04,"Peak","43_45","2008",NA
2009-06-24,"Peak","43_45","2009",NA
2010-06-24,"Peak","43_45","2010",NA
2011-06-27,"Peak","43_45","2011",NA
2012-06-30,"Peak","43_45","2012",NA
2013-07-07,"Peak","43_45","2013",NA
2014-06-27,"Peak","43_45","2014",NA
2015-07-01,"Peak","43_45","2015",NA
2016-06-27,"Peak","43_45","2016",NA
2017-07-08,"Peak","43_45","2017",NA
2001-07-02,"Peak","43_43","2001",NA
2002-07-12,"Peak","43_43","2002",NA
2003-07-07,"Peak","43_43","2003",NA
2004-06-25,"Peak","43_43","2004",NA
2005-07-03,"Peak","43_43","2005",NA
2006-06-29,"Peak","43_43","2006",NA
2007-06-29,"Peak","43_43","2007",NA
2008-06-30,"Peak","43_43","2008",NA
2009-07-08,"Peak","43_43","2009",NA
2010-06-28,"Peak","43_43","2010",NA
2011-06-30,"Peak","43_43","2011",NA
2012-06-24,"Peak","43_43","2012",NA
2013-06-29,"Peak","43_43","2013",NA
2014-06-29,"Peak","43_43","2014",NA
2015-07-03,"Peak","43_43","2015",NA
2016-06-27,"Peak","43_43","2016",NA
2017-07-10,"Peak","43_43","2017",NA
2001-07-02,"Peak","42_43","2001",NA
2002-07-08,"Peak","42_43","2002",NA
2003-07-07,"Peak","42_43","2003",NA
2004-07-01,"Peak","42_43","2004",NA
2005-07-02,"Peak","42_43","2005",NA
2006-06-29,"Peak","42_43","2006",NA
2007-07-01,"Peak","42_43","2007",NA
2008-06-30,"Peak","42_43","2008",NA
2009-06-30,"Peak","42_43","2009",NA
2010-06-29,"Peak","42_43","2010",NA
2011-07-01,"Peak","42_43","2011",NA
2012-06-21,"Peak","42_43","2012",NA
2013-06-20,"Peak","42_43","2013",NA
2014-07-01,"Peak","42_43","2014",NA
2015-06-28,"Peak","42_43","2015",NA
2016-07-04,"Peak","42_43","2016",NA
2017-07-02,"Peak","42_43","2017",NA
2001-07-01,"Peak","42_44","2001",NA
2002-07-13,"Peak","42_44","2002",NA
2003-07-07,"Peak","42_44","2003",NA
2004-06-24,"Peak","42_44","2004",NA
2005-06-29,"Peak","42_44","2005",NA
2006-06-29,"Peak","42_44","2006",NA
2007-07-02,"Peak","42_44","2007",NA
2008-07-02,"Peak","42_44","2008",NA
2009-06-23,"Peak","42_44","2009",NA
2010-06-29,"Peak","42_44","2010",NA
2011-06-28,"Peak","42_44","2011",NA
2012-06-22,"Peak","42_44","2012",NA
2013-07-01,"Peak","42_44","2013",NA
2014-07-03,"Peak","42_44","2014",NA
2015-06-30,"Peak","42_44","2015",NA
2016-07-02,"Peak","42_44","2016",NA
2017-07-07,"Peak","42_44","2017",NA
2001-07-01,"Peak","42_45","2001",NA
2002-07-13,"Peak","42_45","2002",NA
2003-07-07,"Peak","42_45","2003",NA
2004-06-24,"Peak","42_45","2004",NA
2005-06-29,"Peak","42_45","2005",NA
2006-06-29,"Peak","42_45","2006",NA
2007-07-02,"Peak","42_45","2007",NA
2008-07-02,"Peak","42_45","2008",NA
2009-06-23,"Peak","42_45","2009",NA
2010-06-29,"Peak","42_45","2010",NA
2011-06-28,"Peak","42_45","2011",NA
2012-06-22,"Peak","42_45","2012",NA
2013-07-01,"Peak","42_45","2013",NA
2014-07-03,"Peak","42_45","2014",NA
2015-06-30,"Peak","42_45","2015",NA
2016-07-02,"Peak","42_45","2016",NA
2017-07-07,"Peak","42_45","2017",NA
2001-07-02,"Peak","44_45","2001",NA
2002-07-12,"Peak","44_45","2002",NA
2003-07-07,"Peak","44_45","2003",NA
2004-06-25,"Peak","44_45","2004",NA
2005-07-03,"Peak","44_45","2005",NA
2006-06-29,"Peak","44_45","2006",NA
2007-06-29,"Peak","44_45","2007",NA
2008-06-30,"Peak","44_45","2008",NA
2009-07-08,"Peak","44_45","2009",NA
2010-06-28,"Peak","44_45","2010",NA
2011-06-30,"Peak","44_45","2011",NA
2012-06-24,"Peak","44_45","2012",NA
2013-06-29,"Peak","44_45","2013",NA
2014-06-29,"Peak","44_45","2014",NA
2015-07-03,"Peak","44_45","2015",NA
2016-06-27,"Peak","44_45","2016",NA
2017-07-10,"Peak","44_45","2017",NA
2001-07-02,"Peak","44_44","2001",NA
2002-07-12,"Peak","44_44","2002",NA
2003-07-07,"Peak","44_44","2003",NA
2004-06-25,"Peak","44_44","2004",NA
2005-07-03,"Peak","44_44","2005",NA
2006-06-29,"Peak","44_44","2006",NA
2007-06-29,"Peak","44_44","2007",NA
2008-06-30,"Peak","44_44","2008",NA
2009-07-08,"Peak","44_44","2009",NA
2010-06-28,"Peak","44_44","2010",NA
2011-06-30,"Peak","44_44","2011",NA
2012-06-24,"Peak","44_44","2012",NA
2013-06-29,"Peak","44_44","2013",NA
2014-06-29,"Peak","44_44","2014",NA
2015-07-03,"Peak","44_44","2015",NA
2016-06-27,"Peak","44_44","2016",NA
2017-07-10,"Peak","44_44","2017",NA
2001-07-02,"Peak","44_43","2001",NA
2002-07-12,"Peak","44_43","2002",NA
2003-07-07,"Peak","44_43","2003",NA
2004-06-25,"Peak","44_43","2004",NA
2005-07-03,"Peak","44_43","2005",NA
2006-06-29,"Peak","44_43","2006",NA
2007-06-29,"Peak","44_43","2007",NA
2008-06-30,"Peak","44_43","2008",NA
2009-07-08,"Peak","44_43","2009",NA
2010-06-28,"Peak","44_43","2010",NA
2011-06-30,"Peak","44_43","2011",NA
2012-06-24,"Peak","44_43","2012",NA
2013-06-29,"Peak","44_43","2013",NA
2014-06-29,"Peak","44_43","2014",NA
2015-07-03,"Peak","44_43","2015",NA
2016-06-27,"Peak","44_43","2016",NA
2017-07-10,"Peak","44_43","2017",NA
2001-08-04,"Senescence","43_44","2001",NA
2002-08-13,"Senescence","43_44","2002",NA
2003-08-01,"Senescence","43_44","2003",NA
2004-08-06,"Senescence","43_44","2004",NA
2005-08-06,"Senescence","43_44","2005",NA
2006-07-28,"Senescence","43_44","2006",NA
2007-07-30,"Senescence","43_44","2007",NA
2008-08-02,"Senescence","43_44","2008",NA
2009-08-19,"Senescence","43_44","2009",NA
2010-07-27,"Senescence","43_44","2010",NA
2011-08-10,"Senescence","43_44","2011",NA
2012-08-08,"Senescence","43_44","2012",NA
2013-07-28,"Senescence","43_44","2013",NA
2014-08-04,"Senescence","43_44","2014",NA
2015-08-10,"Senescence","43_44","2015",NA
2016-08-14,"Senescence","43_44","2016",NA
2017-08-01,"Senescence","43_44","2017",NA
2001-07-31,"Senescence","43_45","2001",NA
2002-08-20,"Senescence","43_45","2002",NA
2003-07-30,"Senescence","43_45","2003",NA
2004-08-16,"Senescence","43_45","2004",NA
2005-08-07,"Senescence","43_45","2005",NA
2006-08-01,"Senescence","43_45","2006",NA
2007-08-04,"Senescence","43_45","2007",NA
2008-08-10,"Senescence","43_45","2008",NA
2009-08-13,"Senescence","43_45","2009",NA
2010-07-29,"Senescence","43_45","2010",NA
2011-08-01,"Senescence","43_45","2011",NA
2012-08-09,"Senescence","43_45","2012",NA
2013-08-13,"Senescence","43_45","2013",NA
2014-07-23,"Senescence","43_45","2014",NA
2015-08-03,"Senescence","43_45","2015",NA
2016-07-29,"Senescence","43_45","2016",NA
2017-07-28,"Senescence","43_45","2017",NA
2001-08-04,"Senescence","43_43","2001",NA
2002-08-13,"Senescence","43_43","2002",NA
2003-08-01,"Senescence","43_43","2003",NA
2004-08-06,"Senescence","43_43","2004",NA
2005-08-06,"Senescence","43_43","2005",NA
2006-07-28,"Senescence","43_43","2006",NA
2007-07-30,"Senescence","43_43","2007",NA
2008-08-02,"Senescence","43_43","2008",NA
2009-08-19,"Senescence","43_43","2009",NA
2010-07-27,"Senescence","43_43","2010",NA
2011-08-10,"Senescence","43_43","2011",NA
2012-08-08,"Senescence","43_43","2012",NA
2013-07-28,"Senescence","43_43","2013",NA
2014-08-04,"Senescence","43_43","2014",NA
2015-08-10,"Senescence","43_43","2015",NA
2016-08-14,"Senescence","43_43","2016",NA
2017-08-01,"Senescence","43_43","2017",NA
2001-07-30,"Senescence","42_43","2001",NA
2002-08-21,"Senescence","42_43","2002",NA
2003-07-31,"Senescence","42_43","2003",NA
2004-07-30,"Senescence","42_43","2004",NA
2005-08-02,"Senescence","42_43","2005",NA
2006-08-01,"Senescence","42_43","2006",NA
2007-08-03,"Senescence","42_43","2007",NA
2008-08-03,"Senescence","42_43","2008",NA
2009-08-18,"Senescence","42_43","2009",NA
2010-07-21,"Senescence","42_43","2010",NA
2011-08-15,"Senescence","42_43","2011",NA
2012-08-16,"Senescence","42_43","2012",NA
2013-08-05,"Senescence","42_43","2013",NA
2014-08-12,"Senescence","42_43","2014",NA
2015-07-30,"Senescence","42_43","2015",NA
2016-08-16,"Senescence","42_43","2016",NA
2017-08-07,"Senescence","42_43","2017",NA
2001-07-26,"Senescence","42_44","2001",NA
2002-08-18,"Senescence","42_44","2002",NA
2003-08-05,"Senescence","42_44","2003",NA
2004-08-05,"Senescence","42_44","2004",NA
2005-08-12,"Senescence","42_44","2005",NA
2006-08-03,"Senescence","42_44","2006",NA
2007-07-30,"Senescence","42_44","2007",NA
2008-08-02,"Senescence","42_44","2008",NA
2009-08-05,"Senescence","42_44","2009",NA
2010-08-14,"Senescence","42_44","2010",NA
2011-08-22,"Senescence","42_44","2011",NA
2012-08-09,"Senescence","42_44","2012",NA
2013-07-30,"Senescence","42_44","2013",NA
2014-08-23,"Senescence","42_44","2014",NA
2015-08-05,"Senescence","42_44","2015",NA
2016-07-26,"Senescence","42_44","2016",NA
2017-07-31,"Senescence","42_44","2017",NA
2001-07-26,"Senescence","42_45","2001",NA
2002-08-18,"Senescence","42_45","2002",NA
2003-08-05,"Senescence","42_45","2003",NA
2004-08-05,"Senescence","42_45","2004",NA
2005-08-12,"Senescence","42_45","2005",NA
2006-08-03,"Senescence","42_45","2006",NA
2007-07-30,"Senescence","42_45","2007",NA
2008-08-02,"Senescence","42_45","2008",NA
2009-08-05,"Senescence","42_45","2009",NA
2010-08-14,"Senescence","42_45","2010",NA
2011-08-22,"Senescence","42_45","2011",NA
2012-08-09,"Senescence","42_45","2012",NA
2013-07-30,"Senescence","42_45","2013",NA
2014-08-23,"Senescence","42_45","2014",NA
2015-08-05,"Senescence","42_45","2015",NA
2016-07-26,"Senescence","42_45","2016",NA
2017-07-31,"Senescence","42_45","2017",NA
2001-08-04,"Senescence","44_45","2001",NA
2002-08-13,"Senescence","44_45","2002",NA
2003-08-01,"Senescence","44_45","2003",NA
2004-08-06,"Senescence","44_45","2004",NA
2005-08-06,"Senescence","44_45","2005",NA
2006-07-28,"Senescence","44_45","2006",NA
2007-07-30,"Senescence","44_45","2007",NA
2008-08-02,"Senescence","44_45","2008",NA
2009-08-19,"Senescence","44_45","2009",NA
2010-07-27,"Senescence","44_45","2010",NA
2011-08-10,"Senescence","44_45","2011",NA
2012-08-08,"Senescence","44_45","2012",NA
2013-07-28,"Senescence","44_45","2013",NA
2014-08-04,"Senescence","44_45","2014",NA
2015-08-10,"Senescence","44_45","2015",NA
2016-08-14,"Senescence","44_45","2016",NA
2017-08-01,"Senescence","44_45","2017",NA
2001-08-04,"Senescence","44_44","2001",NA
2002-08-13,"Senescence","44_44","2002",NA
2003-08-01,"Senescence","44_44","2003",NA
2004-08-06,"Senescence","44_44","2004",NA
2005-08-06,"Senescence","44_44","2005",NA
2006-07-28,"Senescence","44_44","2006",NA
2007-07-30,"Senescence","44_44","2007",NA
2008-08-02,"Senescence","44_44","2008",NA
2009-08-19,"Senescence","44_44","2009",NA
2010-07-27,"Senescence","44_44","2010",NA
2011-08-10,"Senescence","44_44","2011",NA
2012-08-08,"Senescence","44_44","2012",NA
2013-07-28,"Senescence","44_44","2013",NA
2014-08-04,"Senescence","44_44","2014",NA
2015-08-10,"Senescence","44_44","2015",NA
2016-08-14,"Senescence","44_44","2016",NA
2017-08-01,"Senescence","44_44","2017",NA
2001-08-04,"Senescence","44_43","2001",NA
2002-08-13,"Senescence","44_43","2002",NA
2003-08-01,"Senescence","44_43","2003",NA
2004-08-06,"Senescence","44_43","2004",NA
2005-08-06,"Senescence","44_43","2005",NA
2006-07-28,"Senescence","44_43","2006",NA
2007-07-30,"Senescence","44_43","2007",NA
2008-08-02,"Senescence","44_43","2008",NA
2009-08-19,"Senescence","44_43","2009",NA
2010-07-27,"Senescence","44_43","2010",NA
2011-08-10,"Senescence","44_43","2011",NA
2012-08-08,"Senescence","44_43","2012",NA
2013-07-28,"Senescence","44_43","2013",NA
2014-08-04,"Senescence","44_43","2014",NA
2015-08-10,"Senescence","44_43","2015",NA
2016-08-14,"Senescence","44_43","2016",NA
2017-08-01,"Senescence","44_43","2017",NA
1970-01-01,"QA_Overall","43_44","2001",NA
1970-01-01,"QA_Overall","43_44","2002",NA
1970-01-01,"QA_Overall","43_44","2003",NA
1970-01-01,"QA_Overall","43_44","2004",NA
1970-01-02,"QA_Overall","43_44","2005",NA
1970-01-01,"QA_Overall","43_44","2006",NA
1970-01-01,"QA_Overall","43_44","2007",NA
1970-01-01,"QA_Overall","43_44","2008",NA
1970-01-01,"QA_Overall","43_44","2009",NA
1970-01-01,"QA_Overall","43_44","2010",NA
1970-01-01,"QA_Overall","43_44","2011",NA
1970-01-01,"QA_Overall","43_44","2012",NA
1970-01-01,"QA_Overall","43_44","2013",NA
1970-01-01,"QA_Overall","43_44","2014",NA
1970-01-01,"QA_Overall","43_44","2015",NA
1970-01-01,"QA_Overall","43_44","2016",NA
1970-01-01,"QA_Overall","43_44","2017",NA
1970-01-01,"QA_Overall","43_45","2001",NA
1970-01-01,"QA_Overall","43_45","2002",NA
1970-01-01,"QA_Overall","43_45","2003",NA
1970-01-01,"QA_Overall","43_45","2004",NA
1970-01-01,"QA_Overall","43_45","2005",NA
1970-01-01,"QA_Overall","43_45","2006",NA
1970-01-01,"QA_Overall","43_45","2007",NA
1970-01-01,"QA_Overall","43_45","2008",NA
1970-01-01,"QA_Overall","43_45","2009",NA
1970-01-01,"QA_Overall","43_45","2010",NA
1970-01-01,"QA_Overall","43_45","2011",NA
1970-01-01,"QA_Overall","43_45","2012",NA
1970-01-01,"QA_Overall","43_45","2013",NA
1970-01-01,"QA_Overall","43_45","2014",NA
1970-01-01,"QA_Overall","43_45","2015",NA
1970-01-01,"QA_Overall","43_45","2016",NA
1970-01-01,"QA_Overall","43_45","2017",NA
1970-01-01,"QA_Overall","43_43","2001",NA
1970-01-01,"QA_Overall","43_43","2002",NA
1970-01-01,"QA_Overall","43_43","2003",NA
1970-01-01,"QA_Overall","43_43","2004",NA
1970-01-02,"QA_Overall","43_43","2005",NA
1970-01-01,"QA_Overall","43_43","2006",NA
1970-01-01,"QA_Overall","43_43","2007",NA
1970-01-01,"QA_Overall","43_43","2008",NA
1970-01-01,"QA_Overall","43_43","2009",NA
1970-01-01,"QA_Overall","43_43","2010",NA
1970-01-01,"QA_Overall","43_43","2011",NA
1970-01-01,"QA_Overall","43_43","2012",NA
1970-01-01,"QA_Overall","43_43","2013",NA
1970-01-01,"QA_Overall","43_43","2014",NA
1970-01-01,"QA_Overall","43_43","2015",NA
1970-01-01,"QA_Overall","43_43","2016",NA
1970-01-01,"QA_Overall","43_43","2017",NA
1970-01-01,"QA_Overall","42_43","2001",NA
1970-01-01,"QA_Overall","42_43","2002",NA
1970-01-01,"QA_Overall","42_43","2003",NA
1970-01-01,"QA_Overall","42_43","2004",NA
1970-01-01,"QA_Overall","42_43","2005",NA
1970-01-01,"QA_Overall","42_43","2006",NA
1970-01-01,"QA_Overall","42_43","2007",NA
1970-01-01,"QA_Overall","42_43","2008",NA
1970-01-01,"QA_Overall","42_43","2009",NA
1970-01-01,"QA_Overall","42_43","2010",NA
1970-01-01,"QA_Overall","42_43","2011",NA
1970-01-01,"QA_Overall","42_43","2012",NA
1970-01-01,"QA_Overall","42_43","2013",NA
1970-01-01,"QA_Overall","42_43","2014",NA
1970-01-01,"QA_Overall","42_43","2015",NA
1970-01-01,"QA_Overall","42_43","2016",NA
1970-01-01,"QA_Overall","42_43","2017",NA
1970-01-01,"QA_Overall","42_44","2001",NA
1970-01-01,"QA_Overall","42_44","2002",NA
1970-01-01,"QA_Overall","42_44","2003",NA
1970-01-01,"QA_Overall","42_44","2004",NA
1970-01-01,"QA_Overall","42_44","2005",NA
1970-01-01,"QA_Overall","42_44","2006",NA
1970-01-01,"QA_Overall","42_44","2007",NA
1970-01-01,"QA_Overall","42_44","2008",NA
1970-01-01,"QA_Overall","42_44","2009",NA
1970-01-01,"QA_Overall","42_44","2010",NA
1970-01-01,"QA_Overall","42_44","2011",NA
1970-01-01,"QA_Overall","42_44","2012",NA
1970-01-01,"QA_Overall","42_44","2013",NA
1970-01-01,"QA_Overall","42_44","2014",NA
1970-01-01,"QA_Overall","42_44","2015",NA
1970-01-01,"QA_Overall","42_44","2016",NA
1970-01-01,"QA_Overall","42_44","2017",NA
1970-01-01,"QA_Overall","42_45","2001",NA
1970-01-01,"QA_Overall","42_45","2002",NA
1970-01-01,"QA_Overall","42_45","2003",NA
1970-01-01,"QA_Overall","42_45","2004",NA
1970-01-01,"QA_Overall","42_45","2005",NA
1970-01-01,"QA_Overall","42_45","2006",NA
1970-01-01,"QA_Overall","42_45","2007",NA
1970-01-01,"QA_Overall","42_45","2008",NA
1970-01-01,"QA_Overall","42_45","2009",NA
1970-01-01,"QA_Overall","42_45","2010",NA
1970-01-01,"QA_Overall","42_45","2011",NA
1970-01-01,"QA_Overall","42_45","2012",NA
1970-01-01,"QA_Overall","42_45","2013",NA
1970-01-01,"QA_Overall","42_45","2014",NA
1970-01-01,"QA_Overall","42_45","2015",NA
1970-01-01,"QA_Overall","42_45","2016",NA
1970-01-01,"QA_Overall","42_45","2017",NA
1970-01-01,"QA_Overall","44_45","2001",NA
1970-01-01,"QA_Overall","44_45","2002",NA
1970-01-01,"QA_Overall","44_45","2003",NA
1970-01-01,"QA_Overall","44_45","2004",NA
1970-01-02,"QA_Overall","44_45","2005",NA
