"dates","layer","pixel","year","value"
NA,"MidGreenup","43_43","2015",NA
NA,"MidGreenup","43_43","2016",NA
NA,"MidGreenup","43_43","2017",NA
2001-03-24,"MidGreenup","45_43","2001",NA
2002-04-06,"MidGreenup","45_43","2002",NA
NA,"MidGreenup","45_43","2003",NA
NA,"MidGreenup","45_43","2004",NA
2005-04-15,"MidGreenup","45_43","2005",NA
NA,"MidGreenup","45_43","2006",NA
NA,"MidGreenup","45_43","2007",NA
NA,"MidGreenup","45_43","2008",NA
NA,"MidGreenup","45_43","2009",NA
2010-04-19,"MidGreenup","45_43","2010",NA
NA,"MidGreenup","45_43","2011",NA
NA,"MidGreenup","45_43","2012",NA
NA,"MidGreenup","45_43","2013",NA
NA,"MidGreenup","45_43","2014",NA
NA,"MidGreenup","45_43","2015",NA
NA,"MidGreenup","45_43","2016",NA
NA,"MidGreenup","45_43","2017",NA
2001-03-24,"MidGreenup","45_44","2001",NA
2002-04-06,"MidGreenup","45_44","2002",NA
NA,"MidGreenup","45_44","2003",NA
NA,"MidGreenup","45_44","2004",NA
2005-04-15,"MidGreenup","45_44","2005",NA
NA,"MidGreenup","45_44","2006",NA
NA,"MidGreenup","45_44","2007",NA
NA,"MidGreenup","45_44","2008",NA
NA,"MidGreenup","45_44","2009",NA
2010-04-19,"MidGreenup","45_44","2010",NA
NA,"MidGreenup","45_44","2011",NA
NA,"MidGreenup","45_44","2012",NA
NA,"MidGreenup","45_44","2013",NA
NA,"MidGreenup","45_44","2014",NA
NA,"MidGreenup","45_44","2015",NA
NA,"MidGreenup","45_44","2016",NA
NA,"MidGreenup","45_44","2017",NA
2001-03-24,"MidGreenup","44_42","2001",NA
2002-04-06,"MidGreenup","44_42","2002",NA
NA,"MidGreenup","44_42","2003",NA
NA,"MidGreenup","44_42","2004",NA
2005-04-15,"MidGreenup","44_42","2005",NA
NA,"MidGreenup","44_42","2006",NA
NA,"MidGreenup","44_42","2007",NA
NA,"MidGreenup","44_42","2008",NA
NA,"MidGreenup","44_42","2009",NA
2010-04-19,"MidGreenup","44_42","2010",NA
NA,"MidGreenup","44_42","2011",NA
NA,"MidGreenup","44_42","2012",NA
NA,"MidGreenup","44_42","2013",NA
NA,"MidGreenup","44_42","2014",NA
NA,"MidGreenup","44_42","2015",NA
NA,"MidGreenup","44_42","2016",NA
NA,"MidGreenup","44_42","2017",NA
2001-03-24,"MidGreenup","43_42","2001",NA
2002-04-06,"MidGreenup","43_42","2002",NA
NA,"MidGreenup","43_42","2003",NA
NA,"MidGreenup","43_42","2004",NA
2005-04-15,"MidGreenup","43_42","2005",NA
NA,"MidGreenup","43_42","2006",NA
NA,"MidGreenup","43_42","2007",NA
NA,"MidGreenup","43_42","2008",NA
NA,"MidGreenup","43_42","2009",NA
2010-04-19,"MidGreenup","43_42","2010",NA
NA,"MidGreenup","43_42","2011",NA
NA,"MidGreenup","43_42","2012",NA
NA,"MidGreenup","43_42","2013",NA
NA,"MidGreenup","43_42","2014",NA
NA,"MidGreenup","43_42","2015",NA
NA,"MidGreenup","43_42","2016",NA
NA,"MidGreenup","43_42","2017",NA
NA,"MidGreenup","45_42","2001",NA
NA,"MidGreenup","45_42","2002",NA
2003-04-02,"MidGreenup","45_42","2003",NA
NA,"MidGreenup","45_42","2004",NA
NA,"MidGreenup","45_42","2005",NA
NA,"MidGreenup","45_42","2006",NA
2007-06-12,"MidGreenup","45_42","2007",NA
NA,"MidGreenup","45_42","2008",NA
NA,"MidGreenup","45_42","2009",NA
NA,"MidGreenup","45_42","2010",NA
NA,"MidGreenup","45_42","2011",NA
NA,"MidGreenup","45_42","2012",NA
NA,"MidGreenup","45_42","2013",NA
NA,"MidGreenup","45_42","2014",NA
NA,"MidGreenup","45_42","2015",NA
2016-04-21,"MidGreenup","45_42","2016",NA
NA,"MidGreenup","45_42","2017",NA
2001-06-01,"Peak","44_43","2001",NA
2002-05-29,"Peak","44_43","2002",NA
NA,"Peak","44_43","2003",NA
NA,"Peak","44_43","2004",NA
2005-07-30,"Peak","44_43","2005",NA
NA,"Peak","44_43","2006",NA
NA,"Peak","44_43","2007",NA
NA,"Peak","44_43","2008",NA
NA,"Peak","44_43","2009",NA
2010-07-08,"Peak","44_43","2010",NA
NA,"Peak","44_43","2011",NA
NA,"Peak","44_43","2012",NA
NA,"Peak","44_43","2013",NA
NA,"Peak","44_43","2014",NA
NA,"Peak","44_43","2015",NA
NA,"Peak","44_43","2016",NA
NA,"Peak","44_43","2017",NA
2001-05-30,"Peak","44_44","2001",NA
NA,"Peak","44_44","2002",NA
NA,"Peak","44_44","2003",NA
NA,"Peak","44_44","2004",NA
NA,"Peak","44_44","2005",NA
NA,"Peak","44_44","2006",NA
NA,"Peak","44_44","2007",NA
NA,"Peak","44_44","2008",NA
2009-07-06,"Peak","44_44","2009",NA
NA,"Peak","44_44","2010",NA
NA,"Peak","44_44","2011",NA
NA,"Peak","44_44","2012",NA
NA,"Peak","44_44","2013",NA
NA,"Peak","44_44","2014",NA
NA,"Peak","44_44","2015",NA
NA,"Peak","44_44","2016",NA
NA,"Peak","44_44","2017",NA
2001-05-30,"Peak","43_44","2001",NA
NA,"Peak","43_44","2002",NA
NA,"Peak","43_44","2003",NA
NA,"Peak","43_44","2004",NA
NA,"Peak","43_44","2005",NA
NA,"Peak","43_44","2006",NA
NA,"Peak","43_44","2007",NA
NA,"Peak","43_44","2008",NA
2009-07-06,"Peak","43_44","2009",NA
NA,"Peak","43_44","2010",NA
NA,"Peak","43_44","2011",NA
NA,"Peak","43_44","2012",NA
NA,"Peak","43_44","2013",NA
NA,"Peak","43_44","2014",NA
NA,"Peak","43_44","2015",NA
NA,"Peak","43_44","2016",NA
NA,"Peak","43_44","2017",NA
2001-05-30,"Peak","43_43","2001",NA
NA,"Peak","43_43","2002",NA
NA,"Peak","43_43","2003",NA
NA,"Peak","43_43","2004",NA
NA,"Peak","43_43","2005",NA
NA,"Peak","43_43","2006",NA
NA,"Peak","43_43","2007",NA
NA,"Peak","43_43","2008",NA
2009-07-06,"Peak","43_43","2009",NA
NA,"Peak","43_43","2010",NA
NA,"Peak","43_43","2011",NA
NA,"Peak","43_43","2012",NA
NA,"Peak","43_43","2013",NA
NA,"Peak","43_43","2014",NA
NA,"Peak","43_43","2015",NA
NA,"Peak","43_43","2016",NA
NA,"Peak","43_43","2017",NA
2001-06-01,"Peak","45_43","2001",NA
2002-05-29,"Peak","45_43","2002",NA
NA,"Peak","45_43","2003",NA
NA,"Peak","45_43","2004",NA
2005-07-30,"Peak","45_43","2005",NA
NA,"Peak","45_43","2006",NA
NA,"Peak","45_43","2007",NA
NA,"Peak","45_43","2008",NA
NA,"Peak","45_43","2009",NA
2010-07-08,"Peak","45_43","2010",NA
NA,"Peak","45_43","2011",NA
NA,"Peak","45_43","2012",NA
NA,"Peak","45_43","2013",NA
NA,"Peak","45_43","2014",NA
NA,"Peak","45_43","2015",NA
NA,"Peak","45_43","2016",NA
NA,"Peak","45_43","2017",NA
2001-06-01,"Peak","45_44","2001",NA
2002-05-29,"Peak","45_44","2002",NA
NA,"Peak","45_44","2003",NA
NA,"Peak","45_44","2004",NA
2005-07-30,"Peak","45_44","2005",NA
NA,"Peak","45_44","2006",NA
NA,"Peak","45_44","2007",NA
NA,"Peak","45_44","2008",NA
NA,"Peak","45_44","2009",NA
2010-07-08,"Peak","45_44","2010",NA
NA,"Peak","45_44","2011",NA
NA,"Peak","45_44","2012",NA
NA,"Peak","45_44","2013",NA
NA,"Peak","45_44","2014",NA
NA,"Peak","45_44","2015",NA
NA,"Peak","45_44","2016",NA
NA,"Peak","45_44","2017",NA
2001-06-01,"Peak","44_42","2001",NA
2002-05-29,"Peak","44_42","2002",NA
NA,"Peak","44_42","2003",NA
NA,"Peak","44_42","2004",NA
2005-07-30,"Peak","44_42","2005",NA
NA,"Peak","44_42","2006",NA
NA,"Peak","44_42","2007",NA
NA,"Peak","44_42","2008",NA
NA,"Peak","44_42","2009",NA
2010-07-08,"Peak","44_42","2010",NA
NA,"Peak","44_42","2011",NA
NA,"Peak","44_42","2012",NA
NA,"Peak","44_42","2013",NA
NA,"Peak","44_42","2014",NA
NA,"Peak","44_42","2015",NA
NA,"Peak","44_42","2016",NA
NA,"Peak","44_42","2017",NA
2001-06-01,"Peak","43_42","2001",NA
2002-05-29,"Peak","43_42","2002",NA
NA,"Peak","43_42","2003",NA
NA,"Peak","43_42","2004",NA
2005-07-30,"Peak","43_42","2005",NA
NA,"Peak","43_42","2006",NA
NA,"Peak","43_42","2007",NA
NA,"Peak","43_42","2008",NA
NA,"Peak","43_42","2009",NA
2010-07-08,"Peak","43_42","2010",NA
NA,"Peak","43_42","2011",NA
NA,"Peak","43_42","2012",NA
NA,"Peak","43_42","2013",NA
NA,"Peak","43_42","2014",NA
NA,"Peak","43_42","2015",NA
NA,"Peak","43_42","2016",NA
NA,"Peak","43_42","2017",NA
NA,"Peak","45_42","2001",NA
NA,"Peak","45_42","2002",NA
2003-05-30,"Peak","45_42","2003",NA
NA,"Peak","45_42","2004",NA
NA,"Peak","45_42","2005",NA
NA,"Peak","45_42","2006",NA
2007-08-25,"Peak","45_42","2007",NA
NA,"Peak","45_42","2008",NA
NA,"Peak","45_42","2009",NA
NA,"Peak","45_42","2010",NA
NA,"Peak","45_42","2011",NA
NA,"Peak","45_42","2012",NA
NA,"Peak","45_42","2013",NA
NA,"Peak","45_42","2014",NA
NA,"Peak","45_42","2015",NA
2016-07-27,"Peak","45_42","2016",NA
NA,"Peak","45_42","2017",NA
2001-06-24,"Senescence","44_43","2001",NA
2002-06-14,"Senescence","44_43","2002",NA
NA,"Senescence","44_43","2003",NA
NA,"Senescence","44_43","2004",NA
2005-08-20,"Senescence","44_43","2005",NA
NA,"Senescence","44_43","2006",NA
NA,"Senescence","44_43","2007",NA
NA,"Senescence","44_43","2008",NA
NA,"Senescence","44_43","2009",NA
2010-07-27,"Senescence","44_43","2010",NA
NA,"Senescence","44_43","2011",NA
NA,"Senescence","44_43","2012",NA
NA,"Senescence","44_43","2013",NA
NA,"Senescence","44_43","2014",NA
NA,"Senescence","44_43","2015",NA
NA,"Senescence","44_43","2016",NA
NA,"Senescence","44_43","2017",NA
2001-06-21,"Senescence","44_44","2001",NA
NA,"Senescence","44_44","2002",NA
NA,"Senescence","44_44","2003",NA
NA,"Senescence","44_44","2004",NA
NA,"Senescence","44_44","2005",NA
NA,"Senescence","44_44","2006",NA
NA,"Senescence","44_44","2007",NA
NA,"Senescence","44_44","2008",NA
2009-07-22,"Senescence","44_44","2009",NA
NA,"Senescence","44_44","2010",NA
NA,"Senescence","44_44","2011",NA
NA,"Senescence","44_44","2012",NA
NA,"Senescence","44_44","2013",NA
NA,"Senescence","44_44","2014",NA
NA,"Senescence","44_44","2015",NA
NA,"Senescence","44_44","2016",NA
NA,"Senescence","44_44","2017",NA
2001-06-21,"Senescence","43_44","2001",NA
NA,"Senescence","43_44","2002",NA
NA,"Senescence","43_44","2003",NA
NA,"Senescence","43_44","2004",NA
NA,"Senescence","43_44","2005",NA
NA,"Senescence","43_44","2006",NA
NA,"Senescence","43_44","2007",NA
NA,"Senescence","43_44","2008",NA
2009-07-22,"Senescence","43_44","2009",NA
NA,"Senescence","43_44","2010",NA
NA,"Senescence","43_44","2011",NA
NA,"Senescence","43_44","2012",NA
NA,"Senescence","43_44","2013",NA
NA,"Senescence","43_44","2014",NA
NA,"Senescence","43_44","2015",NA
NA,"Senescence","43_44","2016",NA
NA,"Senescence","43_44","2017",NA
2001-06-21,"Senescence","43_43","2001",NA
NA,"Senescence","43_43","2002",NA
NA,"Senescence","43_43","2003",NA
NA,"Senescence","43_43","2004",NA
NA,"Senescence","43_43","2005",NA
NA,"Senescence","43_43","2006",NA
NA,"Senescence","43_43","2007",NA
NA,"Senescence","43_43","2008",NA
2009-07-22,"Senescence","43_43","2009",NA
NA,"Senescence","43_43","2010",NA
NA,"Senescence","43_43","2011",NA
NA,"Senescence","43_43","2012",NA
NA,"Senescence","43_43","2013",NA
NA,"Senescence","43_43","2014",NA
NA,"Senescence","43_43","2015",NA
NA,"Senescence","43_43","2016",NA
NA,"Senescence","43_43","2017",NA
2001-06-24,"Senescence","45_43","2001",NA
2002-06-14,"Senescence","45_43","2002",NA
NA,"Senescence","45_43","2003",NA
NA,"Senescence","45_43","2004",NA
2005-08-20,"Senescence","45_43","2005",NA
NA,"Senescence","45_43","2006",NA
NA,"Senescence","45_43","2007",NA
NA,"Senescence","45_43","2008",NA
NA,"Senescence","45_43","2009",NA
2010-07-27,"Senescence","45_43","2010",NA
NA,"Senescence","45_43","2011",NA
NA,"Senescence","45_43","2012",NA
NA,"Senescence","45_43","2013",NA
NA,"Senescence","45_43","2014",NA
NA,"Senescence","45_43","2015",NA
NA,"Senescence","45_43","2016",NA
NA,"Senescence","45_43","2017",NA
2001-06-24,"Senescence","45_44","2001",NA
2002-06-14,"Senescence","45_44","2002",NA
NA,"Senescence","45_44","2003",NA
NA,"Senescence","45_44","2004",NA
2005-08-20,"Senescence","45_44","2005",NA
NA,"Senescence","45_44","2006",NA
NA,"Senescence","45_44","2007",NA
NA,"Senescence","45_44","2008",NA
NA,"Senescence","45_44","2009",NA
2010-07-27,"Senescence","45_44","2010",NA
NA,"Senescence","45_44","2011",NA
NA,"Senescence","45_44","2012",NA
NA,"Senescence","45_44","2013",NA
NA,"Senescence","45_44","2014",NA
NA,"Senescence","45_44","2015",NA
NA,"Senescence","45_44","2016",NA
NA,"Senescence","45_44","2017",NA
2001-06-24,"Senescence","44_42","2001",NA
2002-06-14,"Senescence","44_42","2002",NA
NA,"Senescence","44_42","2003",NA
NA,"Senescence","44_42","2004",NA
2005-08-20,"Senescence","44_42","2005",NA
NA,"Senescence","44_42","2006",NA
NA,"Senescence","44_42","2007",NA
NA,"Senescence","44_42","2008",NA
NA,"Senescence","44_42","2009",NA
2010-07-27,"Senescence","44_42","2010",NA
NA,"Senescence","44_42","2011",NA
NA,"Senescence","44_42","2012",NA
NA,"Senescence","44_42","2013",NA
NA,"Senescence","44_42","2014",NA
NA,"Senescence","44_42","2015",NA
NA,"Senescence","44_42","2016",NA
NA,"Senescence","44_42","2017",NA
2001-06-24,"Senescence","43_42","2001",NA
2002-06-14,"Senescence","43_42","2002",NA
NA,"Senescence","43_42","2003",NA
NA,"Senescence","43_42","2004",NA
2005-08-20,"Senescence","43_42","2005",NA
NA,"Senescence","43_42","2006",NA
NA,"Senescence","43_42","2007",NA
NA,"Senescence","43_42","2008",NA
NA,"Senescence","43_42","2009",NA
2010-07-27,"Senescence","43_42","2010",NA
NA,"Senescence","43_42","2011",NA
NA,"Senescence","43_42","2012",NA
NA,"Senescence","43_42","2013",NA
NA,"Senescence","43_42","2014",NA
NA,"Senescence","43_42","2015",NA
NA,"Senescence","43_42","2016",NA
NA,"Senescence","43_42","2017",NA
NA,"Senescence","45_42","2001",NA
NA,"Senescence","45_42","2002",NA
2003-06-16,"Senescence","45_42","2003",NA
NA,"Senescence","45_42","2004",NA
NA,"Senescence","45_42","2005",NA
NA,"Senescence","45_42","2006",NA
2007-09-06,"Senescence","45_42","2007",NA
NA,"Senescence","45_42","2008",NA
NA,"Senescence","45_42","2009",NA
NA,"Senescence","45_42","2010",NA
NA,"Senescence","45_42","2011",NA
NA,"Senescence","45_42","2012",NA
NA,"Senescence","45_42","2013",NA
NA,"Senescence","45_42","2014",NA
NA,"Senescence","45_42","2015",NA
2016-08-15,"Senescence","45_42","2016",NA
NA,"Senescence","45_42","2017",NA
1970-01-01,"QA_Overall","44_43","2001",NA
1970-01-01,"QA_Overall","44_43","2002",NA
NA,"QA_Overall","44_43","2003",NA
NA,"QA_Overall","44_43","2004",NA
1970-01-01,"QA_Overall","44_43","2005",NA
NA,"QA_Overall","44_43","2006",NA
NA,"QA_Overall","44_43","2007",NA
NA,"QA_Overall","44_43","2008",NA
NA,"QA_Overall","44_43","2009",NA
1970-01-01,"QA_Overall","44_43","2010",NA
NA,"QA_Overall","44_43","2011",NA
NA,"QA_Overall","44_43","2012",NA
NA,"QA_Overall","44_43","2013",NA
NA,"QA_Overall","44_43","2014",NA
NA,"QA_Overall","44_43","2015",NA
NA,"QA_Overall","44_43","2016",NA
NA,"QA_Overall","44_43","2017",NA
1970-01-01,"QA_Overall","44_44","2001",NA
NA,"QA_Overall","44_44","2002",NA
NA,"QA_Overall","44_44","2003",NA
NA,"QA_Overall","44_44","2004",NA
NA,"QA_Overall","44_44","2005",NA
NA,"QA_Overall","44_44","2006",NA
NA,"QA_Overall","44_44","2007",NA
NA,"QA_Overall","44_44","2008",NA
1970-01-01,"QA_Overall","44_44","2009",NA
NA,"QA_Overall","44_44","2010",NA
NA,"QA_Overall","44_44","2011",NA
NA,"QA_Overall","44_44","2012",NA
NA,"QA_Overall","44_44","2013",NA
NA,"QA_Overall","44_44","2014",NA
NA,"QA_Overall","44_44","2015",NA
NA,"QA_Overall","44_44","2016",NA
NA,"QA_Overall","44_44","2017",NA
1970-01-01,"QA_Overall","43_44","2001",NA
NA,"QA_Overall","43_44","2002",NA
NA,"QA_Overall","43_44","2003",NA
NA,"QA_Overall","43_44","2004",NA
NA,"QA_Overall","43_44","2005",NA
NA,"QA_Overall","43_44","2006",NA
NA,"QA_Overall","43_44","2007",NA
NA,"QA_Overall","43_44","2008",NA
1970-01-01,"QA_Overall","43_44","2009",NA
NA,"QA_Overall","43_44","2010",NA
NA,"QA_Overall","43_44","2011",NA
NA,"QA_Overall","43_44","2012",NA
NA,"QA_Overall","43_44","2013",NA
NA,"QA_Overall","43_44","2014",NA
NA,"QA_Overall","43_44","2015",NA
NA,"QA_Overall","43_44","2016",NA
NA,"QA_Overall","43_44","2017",NA
1970-01-01,"QA_Overall","43_43","2001",NA
NA,"QA_Overall","43_43","2002",NA
NA,"QA_Overall","43_43","2003",NA
NA,"QA_Overall","43_43","2004",NA
NA,"QA_Overall","43_43","2005",NA
NA,"QA_Overall","43_43","2006",NA
NA,"QA_Overall","43_43","2007",NA
NA,"QA_Overall","43_43","2008",NA
1970-01-01,"QA_Overall","43_43","2009",NA
NA,"QA_Overall","43_43","2010",NA
NA,"QA_Overall","43_43","2011",NA
NA,"QA_Overall","43_43","2012",NA
NA,"QA_Overall","43_43","2013",NA
NA,"QA_Overall","43_43","2014",NA
NA,"QA_Overall","43_43","2015",NA
NA,"QA_Overall","43_43","2016",NA
NA,"QA_Overall","43_43","2017",NA
1970-01-01,"QA_Overall","45_43","2001",NA
1970-01-01,"QA_Overall","45_43","2002",NA
NA,"QA_Overall","45_43","2003",NA
NA,"QA_Overall","45_43","2004",NA
1970-01-01,"QA_Overall","45_43","2005",NA
NA,"QA_Overall","45_43","2006",NA
NA,"QA_Overall","45_43","2007",NA
NA,"QA_Overall","45_43","2008",NA
NA,"QA_Overall","45_43","2009",NA
1970-01-01,"QA_Overall","45_43","2010",NA
NA,"QA_Overall","45_43","2011",NA
NA,"QA_Overall","45_43","2012",NA
NA,"QA_Overall","45_43","2013",NA
NA,"QA_Overall","45_43","2014",NA
NA,"QA_Overall","45_43","2015",NA
NA,"QA_Overall","45_43","2016",NA
NA,"QA_Overall","45_43","2017",NA
1970-01-01,"QA_Overall","45_44","2001",NA
1970-01-01,"QA_Overall","45_44","2002",NA
NA,"QA_Overall","45_44","2003",NA
NA,"QA_Overall","45_44","2004",NA
1970-01-01,"QA_Overall","45_44","2005",NA
NA,"QA_Overall","45_44","2006",NA
NA,"QA_Overall","45_44","2007",NA
NA,"QA_Overall","45_44","2008",NA
NA,"QA_Overall","45_44","2009",NA
1970-01-01,"QA_Overall","45_44","2010",NA
NA,"QA_Overall","45_44","2011",NA
NA,"QA_Overall","45_44","2012",NA
NA,"QA_Overall","45_44","2013",NA
NA,"QA_Overall","45_44","2014",NA
NA,"QA_Overall","45_44","2015",NA
NA,"QA_Overall","45_44","2016",NA
NA,"QA_Overall","45_44","2017",NA
1970-01-01,"QA_Overall","44_42","2001",NA
1970-01-01,"QA_Overall","44_42","2002",NA
NA,"QA_Overall","44_42","2003",NA
NA,"QA_Overall","44_42","2004",NA
1970-01-01,"QA_Overall","44_42","2005",NA
NA,"QA_Overall","44_42","2006",NA
NA,"QA_Overall","44_42","2007",NA
NA,"QA_Overall","44_42","2008",NA
NA,"QA_Overall","44_42","2009",NA
1970-01-01,"QA_Overall","44_42","2010",NA
NA,"QA_Overall","44_42","2011",NA
NA,"QA_Overall","44_42","2012",NA
NA,"QA_Overall","44_42","2013",NA
NA,"QA_Overall","44_42","2014",NA
NA,"QA_Overall","44_42","2015",NA
NA,"QA_Overall","44_42","2016",NA
NA,"QA_Overall","44_42","2017",NA
1970-01-01,"QA_Overall","43_42","2001",NA
1970-01-01,"QA_Overall","43_42","2002",NA
NA,"QA_Overall","43_42","2003",NA
NA,"QA_Overall","43_42","2004",NA
1970-01-01,"QA_Overall","43_42","2005",NA
NA,"QA_Overall","43_42","2006",NA
NA,"QA_Overall","43_42","2007",NA
NA,"QA_Overall","43_42","2008",NA
NA,"QA_Overall","43_42","2009",NA
1970-01-01,"QA_Overall","43_42","2010",NA
NA,"QA_Overall","43_42","2011",NA
NA,"QA_Overall","43_42","2012",NA
NA,"QA_Overall","43_42","2013",NA
NA,"QA_Overall","43_42","2014",NA
NA,"QA_Overall","43_42","2015",NA
NA,"QA_Overall","43_42","2016",NA
NA,"QA_Overall","43_42","2017",NA
NA,"QA_Overall","45_42","2001",NA
NA,"QA_Overall","45_42","2002",NA
1970-01-01,"QA_Overall","45_42","2003",NA
NA,"QA_Overall","45_42","2004",NA
NA,"QA_Overall","45_42","2005",NA
NA,"QA_Overall","45_42","2006",NA
1970-01-01,"QA_Overall","45_42","2007",NA
NA,"QA_Overall","45_42","2008",NA
NA,"QA_Overall","45_42","2009",NA
NA,"QA_Overall","45_42","2010",NA
NA,"QA_Overall","45_42","2011",NA
NA,"QA_Overall","45_42","2012",NA
NA,"QA_Overall","45_42","2013",NA
NA,"QA_Overall","45_42","2014",NA
NA,"QA_Overall","45_42","2015",NA
1970-01-01,"QA_Overall","45_42","2016",NA
NA,"QA_Overall","45_42","2017",NA
1970-01-01,"QA_Detailed","44_43","2001",NA
1970-01-01,"QA_Detailed","44_43","2002",NA
NA,"QA_Detailed","44_43","2003",NA
NA,"QA_Detailed","44_43","2004",NA
1970-01-01,"QA_Detailed","44_43","2005",NA
NA,"QA_Detailed","44_43","2006",NA
NA,"QA_Detailed","44_43","2007",NA
NA,"QA_Detailed","44_43","2008",NA
NA,"QA_Detailed","44_43","2009",NA
1970-01-01,"QA_Detailed","44_43","2010",NA
NA,"QA_Detailed","44_43","2011",NA
NA,"QA_Detailed","44_43","2012",NA
NA,"QA_Detailed","44_43","2013",NA
NA,"QA_Detailed","44_43","2014",NA
NA,"QA_Detailed","44_43","2015",NA
NA,"QA_Detailed","44_43","2016",NA
NA,"QA_Detailed","44_43","2017",NA
1972-02-08,"QA_Detailed","44_44","2001",NA
NA,"QA_Detailed","44_44","2002",NA
NA,"QA_Detailed","44_44","2003",NA
NA,"QA_Detailed","44_44","2004",NA
NA,"QA_Detailed","44_44","2005",NA
NA,"QA_Detailed","44_44","2006",NA
NA,"QA_Detailed","44_44","2007",NA
NA,"QA_Detailed","44_44","2008",NA
1970-01-01,"QA_Detailed","44_44","2009",NA
NA,"QA_Detailed","44_44","2010",NA
NA,"QA_Detailed","44_44","2011",NA
NA,"QA_Detailed","44_44","2012",NA
NA,"QA_Detailed","44_44","2013",NA
NA,"QA_Detailed","44_44","2014",NA
NA,"QA_Detailed","44_44","2015",NA
NA,"QA_Detailed","44_44","2016",NA
NA,"QA_Detailed","44_44","2017",NA
1972-02-08,"QA_Detailed","43_44","2001",NA
NA,"QA_Detailed","43_44","2002",NA
NA,"QA_Detailed","43_44","2003",NA
NA,"QA_Detailed","43_44","2004",NA
NA,"QA_Detailed","43_44","2005",NA
NA,"QA_Detailed","43_44","2006",NA
NA,"QA_Detailed","43_44","2007",NA
NA,"QA_Detailed","43_44","2008",NA
1970-01-01,"QA_Detailed","43_44","2009",NA
NA,"QA_Detailed","43_44","2010",NA
NA,"QA_Detailed","43_44","2011",NA
NA,"QA_Detailed","43_44","2012",NA
NA,"QA_Detailed","43_44","2013",NA
NA,"QA_Detailed","43_44","2014",NA
NA,"QA_Detailed","43_44","2015",NA
NA,"QA_Detailed","43_44","2016",NA
NA,"QA_Detailed","43_44","2017",NA
1972-02-08,"QA_Detailed","43_43","2001",NA
NA,"QA_Detailed","43_43","2002",NA
NA,"QA_Detailed","43_43","2003",NA
NA,"QA_Detailed","43_43","2004",NA
NA,"QA_Detailed","43_43","2005",NA
NA,"QA_Detailed","43_43","2006",NA
NA,"QA_Detailed","43_43","2007",NA
NA,"QA_Detailed","43_43","2008",NA
1970-01-01,"QA_Detailed","43_43","2009",NA
NA,"QA_Detailed","43_43","2010",NA
NA,"QA_Detailed","43_43","2011",NA
NA,"QA_Detailed","43_43","2012",NA
NA,"QA_Detailed","43_43","2013",NA
NA,"QA_Detailed","43_43","2014",NA
NA,"QA_Detailed","43_43","2015",NA
NA,"QA_Detailed","43_43","2016",NA
NA,"QA_Detailed","43_43","2017",NA
1970-01-01,"QA_Detailed","45_43","2001",NA
1970-01-01,"QA_Detailed","45_43","2002",NA
NA,"QA_Detailed","45_43","2003",NA
NA,"QA_Detailed","45_43","2004",NA
1970-01-01,"QA_Detailed","45_43","2005",NA
NA,"QA_Detailed","45_43","2006",NA
NA,"QA_Detailed","45_43","2007",NA
NA,"QA_Detailed","45_43","2008",NA
NA,"QA_Detailed","45_43","2009",NA
1970-01-01,"QA_Detailed","45_43","2010",NA
NA,"QA_Detailed","45_43","2011",NA
NA,"QA_Detailed","45_43","2012",NA
NA,"QA_Detailed","45_43","2013",NA
NA,"QA_Detailed","45_43","2014",NA
NA,"QA_Detailed","45_43","2015",NA
NA,"QA_Detailed","45_43","2016",NA
NA,"QA_Detailed","45_43","2017",NA
1970-01-01,"QA_Detailed","45_44","2001",NA
1970-01-01,"QA_Detailed","45_44","2002",NA
NA,"QA_Detailed","45_44","2003",NA
NA,"QA_Detailed","45_44","2004",NA
1970-01-01,"QA_Detailed","45_44","2005",NA
NA,"QA_Detailed","45_44","2006",NA
NA,"QA_Detailed","45_44","2007",NA
NA,"QA_Detailed","45_44","2008",NA
NA,"QA_Detailed","45_44","2009",NA
1970-01-01,"QA_Detailed","45_44","2010",NA
NA,"QA_Detailed","45_44","2011",NA
NA,"QA_Detailed","45_44","2012",NA
NA,"QA_Detailed","45_44","2013",NA
NA,"QA_Detailed","45_44","2014",NA
NA,"QA_Detailed","45_44","2015",NA
NA,"QA_Detailed","45_44","2016",NA
NA,"QA_Detailed","45_44","2017",NA
1970-01-01,"QA_Detailed","44_42","2001",NA
1970-01-01,"QA_Detailed","44_42","2002",NA
NA,"QA_Detailed","44_42","2003",NA
NA,"QA_Detailed","44_42","2004",NA
1970-01-01,"QA_Detailed","44_42","2005",NA
NA,"QA_Detailed","44_42","2006",NA
NA,"QA_Detailed","44_42","2007",NA
NA,"QA_Detailed","44_42","2008",NA
NA,"QA_Detailed","44_42","2009",NA
1970-01-01,"QA_Detailed","44_42","2010",NA
NA,"QA_Detailed","44_42","2011",NA
NA,"QA_Detailed","44_42","2012",NA
NA,"QA_Detailed","44_42","2013",NA
NA,"QA_Detailed","44_42","2014",NA
NA,"QA_Detailed","44_42","2015",NA
NA,"QA_Detailed","44_42","2016",NA
NA,"QA_Detailed","44_42","2017",NA
1970-01-01,"QA_Detailed","43_42","2001",NA
1970-01-01,"QA_Detailed","43_42","2002",NA
NA,"QA_Detailed","43_42","2003",NA
NA,"QA_Detailed","43_42","2004",NA
1970-01-01,"QA_Detailed","43_42","2005",NA
